economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected
,,1,1,,,,,,
,,1,1,,,,,,
,,1,1,,,,,,
,,1,1,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,2,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,3,,,,,,
,,1,4,,,,,,
,,1,13,,,,,,
,,1,13,,,,,,
,,1,4,,,,,,
,,1,21,,,,,,
,,1,32,,,,,,
,,1,4,,,,,,
,,1,12,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,6,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,8,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,6,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,9,,,,,,
,,1,4,,,,,,
,,1,5,,,,,,
,,1,11,,,,,,
,,1,5,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,5,,,,,,
,,1,4,,,,,,
,,1,29,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,5,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,18,,,,,,
,,1,8,,,,,,
,,1,116,,,,,,
,,1,41,,,,,,
,,1,9,,,,,,
,,1,5,,,,,,
,,1,4,,,,,,
,,1,4,,,,,,
,,1,11,,,,,,
,,1,4,,,,,,
,,1,6,,,,,,
,,1,34,,,,,,
,,1,7,,,,,,
,,1,22,,,,,,
,,1,33,,,,,,
,,1,21,,,,,,
,,1,4,,,,,,
,,2,2,,,,,,
,,6,1,1,,,,,
,,1,13,17,,,,,
,,1,13,1,,,,,
,,1,3,4,,,,,
,,1,3,9,,,,,
,,1,3,3,,,,,
,,1,7,4,,,,,
,,1,3,8,,,,,
,,1,3,7,,,,,
,,1,4,14,,,,,
,,1,3,22,,,,,
,,1,4,2,,,,,
,,1,8,6,,,,,
,,1,10,22,,,,,
,,1,8,26,,,,,
,,1,5,9,,,,,
,,1,3,8,,,,,
,,1,6,8,,,,,
,,1,4,4,,,,,
,,1,3,1,,,,,
,,1,3,25,,,,,
,,1,3,2,,,,,
,,1,4,1,,,,,
,,1,3,6,,,,,
,,1,3,2,,,,,
,,1,4,1,,,,,
,,1,4,34,,,,,
,,1,6,11,,,,,
,,1,7,12,,,,,
,,1,4,13,,,,,
,,1,4,1,,,,,
,,1,8,4,,,,,
,,1,4,2,,,,,
,,1,3,2,,,,,
,,1,3,1,,,,,
,,1,6,42,,,,,
,,1,4,31,,,,,
,,1,5,1,,,,,
,,1,6,5,,,,,
,,1,3,1,,,,,
,,1,3,20,,,,,
,,1,4,3,,,,,
,,1,3,6,,,,,
,,1,3,2,,,,,
,,1,3,10,,,,,
,,1,3,1,,,,,
,,1,3,14,,,,,
,,1,4,4,,,,,
,,1,4,12,,,,,
,,1,3,1,,,,,
,,1,6,9,,,,,
,,1,5,6,,,,,
,,1,8,36,,,,,
,,1,3,2,,,,,
,,1,3,5,,,,,
,,1,4,7,,,,,
,,1,3,2,,,,,
,,1,4,3,,,,,
,,1,3,35,,,,,
,,1,3,38,,,,,
,,1,14,33,,,,,
,,1,10,66,,,,,
,,1,3,1,,,,,
,,1,8,21,,,,,
,,1,4,20,,,,,
,,1,3,6,,,,,
,,1,4,1,,,,,
,,1,3,5,,,,,
,,1,2,1,,,,,
,,1,2,10,,,,,
,,1,2,1,,,,,
,,1,2,9,,,,,
,,1,2,7,,,,,
,,1,2,5,,,,,
,,1,2,43,,,,,
,,1,2,9,,,,,
,,1,2,1,,,,,
,,1,2,12,,,,,
,,1,2,16,,,,,
,,1,2,3,,,,,
,,1,2,1,,,,,
,,1,2,7,,,,,
,,1,2,35,,,,,
,,1,2,55,,,,,
,,1,2,7,,,,,
,,1,2,1,,,,,
,,1,2,1,,,,,
,,1,2,2,,,,,
,,1,2,7,,,,,
,,1,2,1,,,,,
,,1,2,2,,,,,
,,1,2,1,,,,,
,,1,2,2,,,,,
,,1,2,2,,,,,
,,1,2,4,,,,,
,,1,2,14,,,,,
,,1,2,1,,,,,
,,1,2,48,,,,,
,,1,2,1,,,,,
,,1,2,1,,,,,
,,1,2,12,,,,,
,,1,2,1,,,,,
,,1,2,7,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,2,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,13,,,,,
,,1,1,2,,,,,
,,1,1,2,,,,,
,,1,1,3,,,,,
,,1,1,6,,,,,
,,1,1,3,,,,,
,,1,1,1,,,,,
,,1,1,3,,,,,
,,1,1,2,,,,,
,,1,1,3,,,,,
,,1,1,1,,,,,
,,1,1,4,,,,,
,,1,1,5,,,,,
,,1,1,9,,,,,
,,1,1,7,,,,,
,,1,1,5,,,,,
,,1,1,2,,,,,
,,1,1,4,,,,,
,,1,1,4,,,,,
,,1,1,1,,,,,
,,1,1,20,,,,,
,,1,1,13,,,,,
,,1,1,2,,,,,
,,1,1,5,,,,,
,,1,1,2,,,,,
,,1,1,50,,,,,
,,1,1,32,,,,,
,,1,1,3,,,,,
,,1,1,2,,,,,
,,1,1,6,,,,,
,,1,1,1,,,,,
,,1,1,6,,,,,
,,1,1,1,,,,,
,,1,1,16,,,,,
,,1,1,1,,,,,
,,1,1,22,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,20,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,2,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,4,,,,,
,,1,1,5,,,,,
,,1,1,1,,,,,
,,1,1,6,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,36,,,,,
,,1,1,4,,,,,
,,1,1,2,,,,,
,,1,1,1,,,,,
,,1,1,1,,,,,
,,1,1,4,,,,,
,,1,1,3,,,,,
,,1,1,1,,,,,
,,1,1,3,,,,,
,,1,1,2,,,,,
,,1,1,17,,,,,
,,1,1,2,,,,,
,,1,1,5,,,,,
,,1,,4,,,,,
,,1,,3,,,,,
,,1,,3,,,,,
,,1,,9,,,,,
,,1,,2,,,,,
,,1,,5,,,,,
,,1,,2,,,,,
,,1,,3,,,,,
,,1,,5,,,,,
,,1,,2,,,,,
,,1,,4,,,,,
,,1,,5,,,,,
,,1,,7,,,,,
,,1,,9,,,,,
,,1,,5,,,,,
,,1,,2,,,,,
,,1,,6,,,,,
,,1,,2,,,,,
,,1,,3,,,,,
,,1,,10,,,,,
,,1,,3,,,,,
,,1,,5,,,,,
,,1,,2,,,,,
,,1,,4,,,,,
,,1,,2,,,,,
,,1,,4,,,,,
,,1,,2,,,,,
,,1,,2,,,,,
,,1,,2,,,,,
,,1,,19,,,,,
,,1,,12,,,,,
,,1,,6,,,,,
,,1,,50,,,,,
,,1,,16,,,,,
,,1,,5,,,,,
,,1,,3,,,,,
,,1,,11,,,,,
,,1,,21,,,,,
,,1,,2,,,,,
,,1,,2,,,,,
,,1,,4,,,,,
,,1,,6,,,,,
,,1,,25,,,,,
,,1,,18,,,,,
,,1,,15,,,,,
,,1,,18,,,,,
,,1,,20,,,,,
,,1,,3,,,,,
,,1,,2,,,,,
,,1,,7,,,,,
,,1,,10,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,,1,,,,,
,,1,1,,,,,,1
,,1,1,,,,,,1
,,1,1,,,,,,1
,,1,1,,,,,,1
,,1,1,,,,,,1
,,1,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
,,2,1,,,,,,1
